GeneSymbol	Human	Chimpanzee	Pigtailed_macaque	Japanese_macaque	Rhesus_macaque	Cynomolgous_Mauritian	Cynomolgous_Chinese	Baboon	Sooty_mangabey	Marmoset	Squirrel_monkey	Mouse_lemur
ZNF30	305	180	52	108	64	58	90	4	12	0	0	14
ZNF300	362	26	406	460	210	516	340	294	770	40	28	34
ZNF300P1	420	2	0	0	0	0	0	0	0	0	0	0
ZNF302	7046	1219	827	586	244	792	509	531	458	210	83	24
ZNF304	2382	436	430	806	300	634	688	580	970	244	358	126
ZNF311	183	2	56	47	18	44	28	56	80	62	354	2
ZNF316	0	0	0	0	0	0	0	0	0	0	0	0
ZNF317	6484	332	544	572	270	462	546	538	1002	270	178	24
ZNF318	13304	1248	1354	1296	666	1180	1372	1612	962	1026	1676	486
ZNF319	2174	166	188	268	70	174	214	208	156	48	84	18
ZNF32	5608	2246	1068	1788	1004	1658	2192	1896	462	1046	456	224
ZNF32-AS1	165	0	0	0	0	0	0	0	0	0	0	0
ZNF32-AS2	116	0	0	0	0	0	0	0	0	0	0	0
ZNF32-AS3	0	2	0	0	0	0	0	0	0	0	0	0
ZNF320	1895	307	425	329	194	207	374	215	426	3	0	2
ZNF321P	16	0	0	0	0	0	0	0	0	0	0	0
ZNF322	6393	624	1642	1706	840	1432	1324	1588	1030	444	296	346
ZNF323	889	524	118	88	92	120	90	350	46	292	10	0
ZNF324	913	134	74	108	16	100	86	54	180	44	36	18
ZNF324B	1465	74	36	42	12	34	52	62	100	28	10	4
ZNF326	3371	370	374	448	128	344	264	422	862	346	564	826
ZNF329	863	212	340	234	86	252	258	496	472	222	200	40
ZNF330	13513	1148	2000	834	468	668	1226	1452	2008	426	366	390
ZNF331	5053	704	512	548	134	458	476	748	960	150	66	8
ZNF333	2877	182	196	258	136	500	472	192	764	236	210	70
ZNF334	166	204	444	380	262	506	392	322	874	294	110	0
ZNF335	7143	452	1074	900	490	694	1250	1286	918	1130	334	262
ZNF337	5020	498	1304	1302	434	738	802	1186	1026	274	418	2
ZNF33A	12400	1710	620	868	514	484	546	1082	696	80	48	30
ZNF33B	4102	126	854	1140	498	508	598	802	518	374	158	460
ZNF34	1082	238	180	228	98	242	334	264	262	176	108	272
ZNF341	1354	46	124	184	64	62	184	116	40	60	36	28
ZNF343	3427	492	540	692	310	526	608	974	142	148	52	18
ZNF345	105	90	78	164	82	138	70	132	186	80	174	30
ZNF346	1228	322	398	260	218	218	366	342	732	162	194	34
ZNF347	1390	154	632	504	236	447	484	304	750	258	404	6
ZNF35	1098	254	314	294	174	404	312	346	342	216	332	172
ZNF350	1413	202	260	276	128	362	278	270	828	136	172	100
ZNF354A	2086	182	742	532	256	650	680	546	476	460	368	578
ZNF354B	755	242	338	370	122	358	276	488	414	526	244	288
ZNF354C	529	292	384	354	172	266	252	484	568	184	128	94
ZNF358	24481	2222	1508	2126	588	1734	3272	3222	2032	1666	1400	52
ZNF362	7579	432	406	612	198	566	848	1210	478	280	488	58
ZNF365	94	16	4	0	2	2	26	32	8	0	6	18
ZNF366	378	120	244	140	66	116	254	428	188	238	82	28
ZNF367	2304	18	130	112	30	98	146	130	302	48	300	48
ZNF37A	3989	1030	1052	1222	700	940	1000	1234	1450	250	196	6
ZNF37BP	635	252	46	66	46	30	32	74	120	6	10	6
ZNF382	54	94	240	290	98	272	202	322	482	306	216	84
ZNF383	1015	406	428	484	288	622	440	672	746	254	262	686
ZNF384	10170	368	458	680	284	564	892	1218	1024	282	252	410
ZNF385A	1081	418	70	156	60	124	204	62	44	20	266	14
ZNF385B	2481	122	1120	124	16	42	94	76	176	16	254	10
ZNF385C	675	20	16	4	22	17	16	6	28	14	8	0
ZNF385D	687	46	92	32	24	48	70	146	52	348	6	376
ZNF391	47	48	14	14	10	24	4	10	18	18	0	4
ZNF394	4355	474	442	538	284	456	396	438	952	288	188	94
ZNF395	10448	1036	354	750	436	912	1476	850	1258	102	108	32
ZNF396	95	8	4	0	0	2	0	0	0	2	2	0
ZNF397	2892	382	236	196	104	182	204	412	426	220	168	318
ZNF398	7156	594	721	851	368	694	938	1032	1070	392	266	150
ZNF404	476	38	30	14	20	24	18	4	10	0	0	14
ZNF407	5164	1420	2478	2290	1208	2056	2108	2904	1962	1148	1114	868
ZNF408	3555	74	300	304	78	178	322	364	394	74	56	30
ZNF41	4710	1376	870	1334	394	784	908	1128	492	658	396	592
ZNF410	6769	662	1300	1158	620	998	1134	1148	1084	724	692	904
ZNF414	1576	40	40	106	22	80	110	82	140	30	22	0
ZNF415	711	140	122	40	44	140	80	58	88	10	52	10
ZNF416	1107	46	168	210	128	248	158	250	232	42	94	80
ZNF417	1380	222	58	50	10	44	26	62	70	0	0	4
ZNF418	390	74	284	305	120	196	129	314	350	354	398	0
ZNF419	1522	98	90	40	22	100	20	126	416	8	2	0
ZNF420	1728	380	422	696	302	586	486	758	366	320	444	276
ZNF423	5411	1684	1520	640	514	834	1224	1984	180	250	604	88
ZNF425	1823	88	88	142	84	172	212	72	14	104	32	18
ZNF426	323	146	536	708	292	590	570	346	304	562	236	92
ZNF428	2052	148	200	198	100	310	264	242	130	100	116	8
ZNF429	564	144	270	414	122	336	276	110	308	1	0	0
ZNF43	486	80	241	390	108	180	180	548	613	172	108	4
ZNF430	0	0	0	0	0	0	0	0	0	0	0	0
ZNF431	1039	342	154	264	60	156	114	178	478	122	121	0
ZNF432	1433	176	408	436	164	484	324	540	606	488	480	28
ZNF433	653	150	292	250	96	307	308	54	260	0	6	4
ZNF434	1157	96	220	232	102	152	152	158	82	28	8	26
ZNF436	3630	634	1170	974	696	1268	1514	1378	1458	468	430	290
ZNF438	10229	612	348	280	132	170	298	462	1602	130	214	132
ZNF439	79	18	22	50	18	31	21	38	210	19	4	0
ZNF44	197	168	1132	706	312	638	688	980	654	632	438	2
ZNF440	1147	184	154	196	90	162	194	277	1373	21	2	2
ZNF441	657	336	436	464	230	604	330	360	794	266	320	4
ZNF442	43	82	236	146	46	134	56	166	239	18	18	0
ZNF443	130	106	154	148	70	82	137	120	116	39	38	0
ZNF444	1840	196	10	46	2	22	16	16	42	30	14	2
ZNF445	9873	1640	1122	1668	986	1422	1566	1300	1906	90	376	22
ZNF446	942	72	90	50	22	26	126	82	114	66	68	0
ZNF449	0	0	0	0	0	0	0	0	0	0	0	0
ZNF45	1371	294	224	314	184	276	172	348	178	276	322	144
ZNF451	8415	1210	2450	1936	874	2044	1750	1758	2733	1518	1708	1172
ZNF454	117	20	42	30	12	26	36	34	46	100	38	170
ZNF460	1975	2108	2734	3284	1558	2826	2708	3376	4846	950	1778	18
ZNF461	934	158	114	78	38	108	56	118	186	112	112	10
ZNF462	14121	2996	3186	2686	2354	2578	2486	2076	2821	3170	1374	1082
ZNF467	58	10	0	2	0	0	0	4	4	8	2	2
ZNF468	255	102	130	202	62	81	119	88	68	5	0	2
ZNF469	10	4	6	16	16	32	28	56	86	0	4	0
ZNF470	1081	456	164	156	112	242	158	310	382	136	140	156
ZNF471	1156	420	494	466	240	428	434	560	498	202	146	106
ZNF473	5426	234	304	316	156	276	242	238	250	200	64	4
ZNF474	40	0	2	0	0	0	0	0	4	0	0	0
ZNF479	11	0	8	4	4	10	2	2	8	0	2	0
ZNF48	1926	160	254	380	62	304	514	354	224	534	210	86
ZNF480	2672	184	438	518	180	500	528	290	1252	130	108	8
ZNF483	0	52	72	108	52	62	62	88	68	10	172	10
ZNF484	626	334	204	658	174	194	226	264	186	130	174	214
ZNF485	1346	102	230	256	194	276	200	380	416	48	74	8
ZNF486	0	0	0	0	0	0	0	0	0	0	0	0
ZNF487P	45	24	14	12	12	18	20	12	76	24	0	0
ZNF488	0	0	0	0	0	0	0	0	0	0	0	0
ZNF490	1777	135	224	192	102	202	176	284	486	100	129	0
ZNF491	320	120	0	86	26	62	22	8	16	0	2	2
ZNF492	19	4	0	8	0	0	2	4	6	6	5	2
ZNF493	449	190	797	333	213	421	429	1191	989	79	19	0
ZNF496	4205	406	226	244	100	296	346	406	606	392	308	40
ZNF497	56	8	0	2	0	0	14	4	2	0	0	0
ZNF498	1880	302	332	488	226	424	398	568	752	454	298	80
ZNF500	1331	100	130	114	22	126	106	130	108	124	56	6
ZNF501	1293	146	150	158	100	216	130	166	104	104	2	28
ZNF502	2852	308	304	522	256	344	248	216	364	352	68	96
ZNF503	717	114	24	72	32	60	184	94	144	54	516	90
ZNF503-AS1	47	0	0	0	2	0	2	0	0	2	2	0
ZNF503-AS2	38	2	4	4	18	2	34	12	6	4	0	0
ZNF506	1339	752	930	512	216	522	408	656	1298	2	21	0
ZNF507	17420	942	1458	1334	792	2246	2414	2080	5976	2038	1316	230
ZNF510	2967	736	510	530	270	576	606	652	1016	86	306	164
ZNF511	4070	892	434	756	266	626	880	564	272	102	52	10
ZNF512	3808	308	398	522	332	552	446	440	952	922	474	512
ZNF512B	3502	658	672	644	228	496	734	806	640	264	260	74
ZNF513	1061	114	190	312	76	208	260	220	386	368	240	378
ZNF514	1931	144	68	106	52	122	176	134	42	10	22	76
ZNF516	3469	1268	770	562	288	610	874	1152	1464	214	438	98
ZNF517	791	26	48	100	16	58	64	82	62	74	112	32
ZNF518A	0	0	0	0	0	0	0	0	0	0	0	0
ZNF518B	8659	1722	1992	2080	1028	1978	2662	2380	1680	364	690	100
ZNF519	247	132	4	10	0	2	2	0	2	0	0	0
ZNF521	1520	424	1038	800	528	666	1112	890	1114	872	516	910
ZNF524	3065	344	340	590	84	406	350	208	88	160	110	26
ZNF525	1087	40	12	14	4	8	7	16	36	6	0	2
ZNF526	3593	166	157	232	116	156	280	294	542	134	160	16
ZNF527	1456	164	351	388	132	394	294	355	241	102	400	360
ZNF528	235	176	638	744	280	519	551	894	1172	72	78	3
ZNF529	3652	348	268	542	146	356	230	494	980	494	240	312
ZNF530	201	4	16	16	18	32	20	16	46	0	10	6
ZNF532	31860	4330	2906	2266	1396	2336	2726	4646	3036	1402	802	1008
ZNF534	0	4	18	34	2	22	6	20	42	0	0	0
ZNF536	92	26	20	36	20	52	72	74	46	14	10	0
ZNF540	84	58	140	170	72	124	138	199	62	80	268	0
ZNF541	0	4	46	62	10	30	46	0	34	0	4	0
ZNF542	1654	102	64	98	22	22	20	58	34	8	0	0
ZNF543	3153	290	178	200	82	172	240	310	254	72	196	10
ZNF544	625	152	216	26	40	172	104	126	240	14	32	2
ZNF546	636	258	478	666	196	272	422	406	160	308	240	400
ZNF547	481	84	118	126	82	154	132	120	136	194	158	44
ZNF548	3400	368	864	492	242	504	468	758	752	550	466	114
ZNF549	1283	90	120	168	76	146	152	142	160	162	110	72
ZNF550	475	26	68	78	28	54	72	52	192	42	42	82
ZNF551	562	68	316	328	150	290	216	320	666	448	168	356
ZNF552	200	110	36	30	12	34	46	38	48	0	4	2
ZNF554	1529	154	112	188	62	166	170	186	74	10	74	24
ZNF555	2498	184	474	342	194	322	322	488	788	136	198	88
ZNF556	139	18	192	96	104	86	284	290	66	0	16	0
ZNF557	2073	156	108	162	78	148	112	198	254	6	2	0
ZNF558	2280	166	208	200	120	148	192	272	554	178	162	78
ZNF559	1271	126	274	431	212	244	408	260	928	18	64	78
ZNF559-ZNF177	35	0	4	4	0	2	0	0	10	0	0	0
ZNF560	0	0	4	12	2	0	2	20	10	16	16	0
ZNF561	7605	168	400	426	166	402	386	736	376	74	24	0
ZNF562	3721	796	504	448	210	502	500	1330	900	142	86	2
ZNF563	546	44	230	427	62	108	0	308	114	46	0	2
ZNF564	2422	334	534	548	286	474	486	840	924	206	288	150
ZNF565	1087	84	180	160	46	158	162	260	178	136	168	74
ZNF566	2993	538	336	346	154	362	240	516	220	234	238	76
ZNF567	481	92	292	232	102	278	144	370	368	268	318	112
ZNF568	1870	928	582	636	284	514	394	574	1088	738	256	376
ZNF569	2093	318	478	490	188	436	436	694	336	632	586	584
ZNF57	650	22	26	18	38	40	48	86	82	0	2	4
ZNF570	603	140	372	544	222	412	424	414	342	276	102	292
ZNF571	774	122	240	142	46	102	88	166	118	56	194	2
ZNF572	0	34	116	126	48	158	84	100	336	102	50	70
ZNF573	323	144	386	154	118	228	220	392	180	34	220	118
ZNF574	4510	246	230	326	58	258	384	374	392	230	256	56
ZNF575	240	4	0	2	0	2	0	0	0	0	0	0
ZNF576	1187	260	170	188	96	140	264	282	116	58	44	2
ZNF577	828	132	432	720	254	550	652	428	272	108	62	2
ZNF578	205	52	34	39	12	29	32	16	34	6	0	0
ZNF579	4834	292	80	74	24	104	172	152	102	88	142	36
ZNF580	1803	30	22	24	14	24	34	36	40	20	28	16
ZNF581	4433	104	222	306	116	218	298	264	420	38	76	2
ZNF582	303	50	100	64	42	80	84	86	58	40	66	36
ZNF582-AS1	316	36	2	6	4	2	8	4	6	0	2	0
ZNF583	1878	98	288	278	170	372	218	296	138	224	138	3688
ZNF584	2301	120	72	114	64	102	138	102	138	32	96	58
ZNF585A	1434	222	248	332	144	360	290	370	434	192	212	66
ZNF585B	2196	186	90	122	38	132	64	130	240	182	190	74
ZNF586	2833	436	714	580	182	542	616	276	344	30	168	4
ZNF587	3893	234	94	90	52	102	90	188	136	26	0	0
ZNF587B	938	165	24	28	16	40	54	22	28	0	0	0
ZNF589	802	102	122	334	222	136	232	492	208	4	0	2
ZNF592	34223	2706	2434	2396	904	2258	4236	4654	2198	1242	1372	242
ZNF593	4948	196	196	234	128	350	526	458	508	188	98	136
ZNF594	1375	164	273	600	94	273	340	158	74	60	22	64
ZNF595	1865	478	924	522	302	702	756	970	1159	164	390	0
ZNF596	975	74	562	524	186	402	352	306	428	216	94	124
ZNF597	350	20	94	58	28	80	28	66	68	78	24	0
ZNF598	15007	436	204	290	54	238	460	308	904	192	140	138
ZNF599	258	46	142	80	50	56	68	68	374	374	130	104
ZNF600	163	120	66	28	12	40	48	62	70	0	0	0
ZNF605	1640	366	626	518	190	442	454	328	476	58	152	30
ZNF606	3200	258	590	660	336	754	716	958	584	346	486	444
ZNF607	1069	72	66	126	64	84	110	156	44	236	212	8
ZNF608	8355	298	646	366	392	250	494	402	1958	532	484	496
ZNF609	9242	1588	1164	1194	634	976	1489	2064	2196	1088	1156	996
ZNF610	278	54	150	128	60	70	70	114	170	24	2	0
ZNF611	653	76	174	82	72	95	139	154	152	2	0	2
ZNF613	861	106	206	338	130	338	254	392	196	152	182	90
ZNF614	1639	528	350	362	142	352	276	258	1568	262	270	110
ZNF615	2613	194	306	408	152	446	272	572	784	160	196	144
ZNF616	807	306	314	284	162	282	244	588	508	276	140	0
ZNF618	518	176	138	252	118	216	184	232	188	56	98	28
ZNF619	1371	418	244	284	128	304	276	266	314	6	70	6
ZNF620	521	76	90	102	34	126	132	248	228	160	124	14
ZNF621	3719	476	224	388	182	242	292	426	662	156	254	172
ZNF622	10769	568	790	704	368	596	896	880	1590	580	520	588
ZNF623	4421	390	434	524	256	374	494	424	522	578	392	52
ZNF624	269	100	598	854	346	534	668	992	1042	110	20	50
ZNF625	87	4	54	36	44	76	36	86	146	104	58	4
ZNF625-ZNF20	65	0	0	0	0	0	0	0	0	0	0	0
ZNF626	12393	772	1121	1318	686	988	1009	891	981	14	44	0
ZNF627	1425	170	516	321	190	364	324	602	386	180	112	36
ZNF628	2386	88	10	22	0	36	52	48	34	26	38	10
ZNF629	7901	688	536	316	154	332	680	494	602	508	344	122
ZNF630	221	52	68	56	30	40	38	38	142	4	16	0
ZNF638	28192	6914	10587	10350	5508	10834	11292	10776	11124	8860	5330	6478
ZNF638-IT1	44	304	282	336	168	304	364	412	504	72	8	2
ZNF639	8783	1146	540	424	284	610	574	606	594	760	2866	898
ZNF641	24557	2230	1256	2310	952	1898	1780	1572	668	204	496	718
ZNF642	73	12	68	106	60	60	78	86	62	44	58	378
ZNF643	77	2	2	10	0	4	4	6	2	14	94	80
ZNF644	11217	4166	5318	4800	2234	4336	4970	5520	3492	1986	2340	2598
ZNF645	0	0	0	0	0	2	0	0	0	0	0	0
ZNF646	5180	480	386	400	132	216	522	540	1140	354	258	66
ZNF648	0	0	0	2	0	0	0	2	6	6	12	0
ZNF649	1427	124	190	320	90	254	176	292	206	0	0	18
ZNF652	16635	4907	2420	3054	1540	2720	3024	4224	1506	488	854	1400
ZNF653	882	14	64	88	12	72	110	44	290	62	62	4
ZNF654	6407	1000	1552	1806	722	1418	1348	1318	1974	770	682	680
ZNF655	9964	1304	1632	1578	620	1610	1350	1292	2486	774	586	458
ZNF658	847	176	365	330	76	275	294	305	72	94	83	34
ZNF658B	432	0	0	0	0	0	0	0	0	0	0	0
ZNF660	66	18	148	36	56	118	104	44	210	18	66	0
ZNF662	552	128	42	61	52	224	70	126	378	6	0	44
ZNF663	0	16	2	14	6	14	12	4	34	0	2	0
ZNF664	25998	3724	1724	2666	1408	2158	2632	2610	3110	1788	1586	2130
ZNF664-FAM101A	72	0	0	0	0	0	0	0	0	0	0	0
ZNF665	326	4	80	102	76	168	150	74	148	2	0	11
ZNF667	292	214	490	570	254	440	414	336	244	74	118	44
ZNF668	862	122	90	166	26	96	192	142	42	68	64	36
ZNF669	598	22	1116	2510	526	826	1178	896	636	330	0	4
ZNF670	298	72	152	102	36	152	68	150	128	102	0	2
ZNF670-ZNF695	33	0	24	17	11	12	12	38	34	0	0	0
ZNF671	1860	228	358	500	298	390	326	372	486	662	4	164
ZNF672	12938	1262	786	654	294	926	974	688	922	574	228	16
ZNF673	1118	164	250	196	90	178	142	292	360	60	58	34
ZNF674	698	102	332	190	110	200	212	440	160	176	108	88
ZNF674-AS1	406	66	22	32	16	2	28	10	12	12	12	0
ZNF675	206	190	566	532	270	642	294	916	300	146	100	2
ZNF676	170	122	159	152	125	105	103	178	176	62	42	2
ZNF677	4	152	164	352	184	504	492	234	1116	4	0	38
ZNF678	1755	264	254	122	44	216	162	274	166	0	0	0
ZNF679	0	0	0	0	0	0	0	0	0	6	2	0
ZNF680	2392	1482	872	956	270	516	744	1000	290	374	66	4
ZNF681	85	12	36	20	6	22	16	38	42	6	2	0
ZNF682	41	24	62	130	76	40	58	44	96	20	8	0
ZNF683	0	0	0	0	0	0	0	0	0	0	0	0
ZNF684	181	56	112	104	42	66	106	118	102	34	40	44
ZNF687	6938	370	298	280	154	314	466	560	934	478	626	142
ZNF688	1540	100	86	122	48	88	102	78	44	24	10	18
ZNF689	1324	146	158	170	52	156	292	180	300	58	112	170
ZNF69	200	12	28	41	18	30	34	40	223	0	0	2
ZNF691	2433	124	318	270	134	204	322	268	234	96	68	110
ZNF692	2513	274	90	176	82	102	218	282	220	280	172	122
ZNF695	0	0	40	34	16	40	12	8	44	0	0	0
ZNF696	1067	78	76	158	36	64	94	166	74	26	36	2
ZNF697	1718	262	542	264	122	308	528	172	84	170	60	6
ZNF699	122	46	104	132	66	82	84	186	268	414	106	96
ZNF7	6459	350	2658	2120	1038	1928	2240	1108	3370	494	758	216
ZNF70	3085	170	56	64	24	76	92	94	152	82	66	36
ZNF700	1587	216	228	274	90	168	144	250	268	18	3	4
ZNF701	758	161	80	119	86	101	60	70	260	27	0	0
ZNF702P	59	86	37	28	28	49	33	20	11	0	0	0
ZNF703	9043	548	18	144	26	58	258	248	16	26	50	2
ZNF704	12448	2484	1168	1312	576	1400	1428	1304	2244	994	1114	242
ZNF705A	22	0	0	0	2	0	0	2	0	0	0	0
ZNF705B	1	0	0	2	0	0	0	0	0	0	0	0
ZNF705D	41	0	0	0	0	0	0	0	0	0	0	0
ZNF705E	22	0	0	0	0	0	0	0	0	0	0	0
ZNF705G	22	0	0	0	0	0	0	0	0	0	0	0
ZNF706	9788	924	628	1374	356	980	884	1256	826	680	774	2712
ZNF707	0	0	0	0	0	0	0	0	0	0	0	0
ZNF708	1023	168	50	110	40	46	54	90	166	267	155	0
ZNF709	784	112	118	126	40	172	90	172	352	154	254	101
ZNF71	1013	88	142	154	44	118	166	126	110	40	20	90
ZNF710	5356	82	42	80	22	40	54	72	126	104	86	12
ZNF711	0	22	138	386	62	86	114	46	294	20	14	102
ZNF713	1012	82	68	74	46	64	58	42	26	52	104	26
ZNF714	255	34	24	58	16	20	26	20	95	40	48	2
ZNF716	0	0	0	0	0	0	0	0	0	0	0	0
ZNF717	134	60	2	6	0	2	2	0	2	4	0	0
ZNF718	147	20	0	6	8	6	4	27	38	84	84	0
ZNF720	503	42	62	66	46	78	62	144	101	44	10	0
ZNF721	4350	1214	1184	450	128	314	238	779	787	4	0	4
ZNF724P	0	6	18	14	4	10	6	16	50	2	2	0
ZNF726	6	2	96	28	12	8	8	20	16	2	2	0
ZNF727	61	56	0	2	0	0	0	2	2	0	4	0
ZNF728	3	0	2	10	2	3	1	0	0	52	0	0
ZNF729	0	2	2	0	0	0	0	0	0	0	0	0
ZNF730	0	0	0	0	0	0	0	0	0	0	0	0
ZNF732	35	2	4	6	2	2	2	0	10	7	2	0
ZNF733P	0	0	0	0	0	0	0	0	0	0	0	0
ZNF735	0	0	0	0	0	0	0	0	0	0	0	0
ZNF736	256	58	68	116	36	52	70	74	122	46	60	0
ZNF737	286	384	165	162	88	86	96	444	318	6	10	4
ZNF738	382	28	36	106	27	32	40	52	217	36	2	4
ZNF74	940	264	170	264	84	114	212	166	114	102	66	12
ZNF740	4779	556	1010	1094	450	866	1036	1146	1196	466	234	318
ZNF746	2577	274	258	282	104	166	292	296	588	276	262	66
ZNF747	1843	146	66	66	22	44	104	88	52	26	24	0
ZNF749	525	66	36	58	14	50	66	86	194	118	96	0
ZNF750	6399	4	0	2	0	0	0	2	4	2	0	0
ZNF75A	2575	144	372	376	186	432	334	326	686	230	162	108
ZNF75D	1616	324	160	408	178	360	226	244	134	8	12	0
ZNF76	9142	1510	1204	974	744	1134	1614	952	754	710	1458	344
ZNF761	932	98	133	112	68	122	111	93	377	28	14	0
ZNF763	465	24	16	8	6	0	6	10	42	12	26	0
ZNF764	1343	74	20	44	6	14	24	52	184	14	4	2
ZNF765	861	78	28	16	12	26	19	16	87	2	0	0
ZNF766	3355	212	504	444	174	322	380	468	1518	34	92	6
ZNF767	1547	248	40	100	32	64	86	8	92	6	8	2
ZNF768	12721	2636	1760	1792	728	1526	3176	2000	1020	758	974	350
ZNF77	412	58	292	282	96	178	328	320	266	204	104	2
ZNF770	44815	4290	7120	5116	3580	5416	7320	5032	6694	1764	1520	240
ZNF771	912	228	28	38	10	24	50	40	44	44	46	86
ZNF772	2202	750	146	140	98	244	96	324	602	250	186	100
ZNF773	566	26	64	56	40	100	38	98	172	112	160	46
ZNF774	956	20	364	166	74	118	102	182	96	366	298	98
ZNF775	546	60	64	78	24	68	92	50	26	46	42	48
ZNF776	3259	1092	1472	1154	690	1184	988	1174	1572	526	246	8
ZNF777	3747	388	160	244	80	184	270	312	372	310	290	142
ZNF778	1345	270	284	252	88	134	82	290	584	46	72	4
ZNF780A	1367	370	756	618	284	564	518	692	492	234	184	136
ZNF780B	1992	394	1178	1180	400	748	822	912	292	350	374	16
ZNF781	112	62	4	2	4	6	2	392	34	0	0	0
ZNF782	93	124	401	457	196	468	395	466	1186	76	158	56
ZNF783	1890	58	226	178	88	134	186	128	214	36	14	5
ZNF784	3549	274	468	414	218	378	432	636	146	114	54	100
ZNF785	675	45	0	0	0	0	2	4	4	20	22	0
ZNF786	802	94	56	104	20	92	110	74	18	116	68	2
ZNF787	7409	402	326	578	84	410	772	450	318	276	108	72
ZNF788	332	16	0	74	2	0	6	10	58	0	10	0
ZNF789	218	26	50	52	34	38	50	34	14	196	180	20
ZNF79	1911	172	238	226	88	170	186	230	260	216	102	28
ZNF790	1186	404	572	572	274	702	376	816	596	108	154	200
ZNF790-AS1	78	4	0	0	0	0	0	0	8	0	0	0
ZNF791	2097	500	398	298	112	362	288	282	448	90	164	38
ZNF792	271	80	140	170	116	142	222	200	222	96	48	42
ZNF793	322	190	74	72	46	70	74	66	40	50	88	24
ZNF799	288	150	99	124	54	69	98	130	122	39	36	0
ZNF8	363	40	258	186	78	136	198	274	782	122	172	148
ZNF80	9	0	0	0	0	0	0	0	2	0	0	0
ZNF800	5363	622	1130	1070	370	878	906	1118	2533	934	892	894
ZNF804A	0	6	2	0	0	0	0	0	0	0	0	0
ZNF804B	0	0	0	4	0	0	0	0	0	0	16	4
ZNF805	4541	716	1166	1246	724	1208	1026	1186	2168	328	474	208
ZNF806	5	2	2	20	8	12	12	24	6	0	0	0
ZNF807	243	131	81	34	37	60	23	11	32	78	20	2
ZNF808	1246	503	65	53	33	40	61	92	116	0	0	4
ZNF81	0	0	0	0	0	0	0	0	0	0	0	0
ZNF812	56	10	46	20	24	44	26	80	60	2	0	0
ZNF813	280	20	89	124	50	80	81	98	374	4	0	0
ZNF814	1844	76	129	136	69	188	110	88	199	78	64	2
ZNF815P	10	0	2	2	0	0	0	0	0	0	2	0
ZNF816	274	144	86	60	56	48	50	60	153	6	14	0
ZNF816-ZNF321P	16	0	0	0	0	0	0	0	4	0	0	0
ZNF821	1013	110	102	244	82	212	284	240	66	66	194	182
ZNF823	299	132	300	352	162	358	287	486	422	116	46	0
ZNF826P	0	0	2	0	0	2	2	0	0	0	0	0
ZNF827	1519	200	222	188	36	104	182	432	106	264	342	128
ZNF829	895	96	48	64	28	44	10	146	180	60	36	44
ZNF83	592	202	1055	860	281	749	614	458	555	22	56	10
ZNF830	1644	282	482	486	226	446	458	420	686	374	248	190
ZNF831	32	6	2	8	2	0	0	0	2	2	4	0
ZNF833P	171	4	2	0	2	4	2	0	0	0	2	0
ZNF835	122	168	48	60	10	60	86	66	24	8	12	12
ZNF836	483	24	146	230	132	240	236	330	384	68	62	8
ZNF837	0	2	0	8	0	0	6	18	6	0	0	0
ZNF839	5257	312	302	444	186	410	500	464	228	72	60	38
ZNF84	4640	728	1086	1016	488	892	836	1140	1136	522	402	444
ZNF841	1214	234	210	250	136	376	192	164	878	224	256	4
ZNF843	279	22	2	2	0	0	2	2	0	2	0	0
ZNF844	2222	396	274	150	60	54	150	296	1174	0	0	0
ZNF845	748	124	315	256	142	192	237	227	920	53	19	2
ZNF846	236	78	160	176	52	126	114	142	148	14	0	34
ZNF85	0	0	0	0	0	0	0	0	0	0	0	0
ZNF850	260	54	90	78	60	82	102	152	1122	302	104	0
ZNF852	489	76	70	42	40	20	74	74	120	36	8	0
ZNF853	3090	3682	1512	684	274	638	906	942	460	16	54	26
ZNF860	18	0	47	37	15	54	30	29	75	54	26	0
ZNF862	2319	146	196	246	114	256	492	390	260	160	58	42
ZNF865	11063	284	74	186	24	174	292	188	160	74	92	14
ZNF876P	1	8	0	0	0	0	0	4	14	0	2	0
ZNF878	12	8	16	12	2	2	6	0	4	0	6	0
ZNF879	1585	282	244	348	204	300	242	230	150	134	256	464
ZNF880	1344	160	112	163	68	134	153	192	707	18	22	2
ZNF883	55	44	0	0	6	10	18	8	34	0	16	6
ZNF888	0	0	0	0	0	0	0	0	0	0	0	0
ZNF890P	0	0	0	2	2	2	0	2	2	0	0	0
ZNF90	0	0	0	0	0	0	0	0	0	0	0	0
ZNF91	3134	3584	368	172	52	288	348	400	515	7	10	6
ZNF92	846	478	1527	1084	336	1064	1072	1182	1178	134	453	0
ZNF93	476	100	128	176	58	188	124	104	228	0	6	0
ZNF98	3	4	0	0	0	0	0	0	0	0	16	0
ZNF99	14	4	8	2	4	6	0	4	6	0	4	2
ZNFX1	31927	1810	2554	2076	1132	1958	2674	2696	3856	2336	2392	1980
ZNFX1-AS1	6505	362	1148	438	178	428	380	310	1222	10	0	0
ZNHIT1	5457	762	1410	1824	448	1330	1393	2018	1550	314	300	656
ZNHIT2	1521	130	108	156	16	104	134	70	160	88	50	14
ZNHIT3	0	0	0	0	0	0	0	0	0	0	0	0
ZNHIT6	6955	582	1110	1450	610	1084	1080	1074	958	874	302	526
ZNRD1	0	0	0	0	0	0	0	0	0	0	0	0
